Gene ID,Gene Symbol,HCB1-21,HCB2-21,HCB3-21,HCB5-21,HCB6-21,HCB7-21,HCB8-21,HCB9-21,HCB10-21,HCB11-21,PTB1-21,PTB1-22,PTB2-21,PTB2-22,PTB3-21,PTB3-22,PTB4-21,PTB5-21,PTB6-21,PTB7-21,PTB8-21,PTB9-21,PTB10-21,PTB11-21,PTB12-21,PTB13-21
140597,'TCEAL2',0.41,0.22,0.11,0.1,0.32,0.3,0.56,0.65,0.6,0.42,0.11,0.29,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.13,0.11,0.0,0.0,0.42,0.35,0.0
1406,'CRX',0.3,0.78,0.47,0.31,0.91,0.48,0.47,0.33,0.39,0.5,0.36,0.28,0.37,0.49,0.32,0.48,2.69,0.2,0.46,0.24,0.29,0.15,0.95,0.33,3.29,0.93
140606,'SELENOM',25.16,14.34,14.09,11.7,24.16,36.48,31.97,26.53,38.37,38.7,19.61,9.09,9.57,6.35,23.19,9.28,35.61,13.59,14.78,14.16,18.19,21.51,9.77,39.89,22.51,19.37
140609,'NEK7',43.52,25.52,30.58,23.72,19.76,20.16,49.72,38.65,15.76,19.02,37.65,54.94,21.43,57.35,39.13,50.39,11.93,32.97,40.74,30.47,40.84,18.85,11.03,24.55,7.38,16.41
140612,'ZFP28',1.35,1.45,1.48,0.64,1.47,1.66,2.25,3.19,2.29,1.9,0.83,2.17,1.22,1.85,0.74,0.83,2.75,0.59,1.5,0.47,0.91,0.3,1.0,0.67,2.02,1.14
140679,'SLC32A1',0.0,0.04,0.09,0.04,0.04,0.04,0.0,0.0,0.2,0.43,0.0,0.04,0.04,0.04,0.05,0.0,0.47,0.0,0.05,0.05,0.09,0.0,0.0,0.0,0.1,0.19
140680,'C20orf96',2.24,2.36,2.43,3.23,2.56,2.46,1.94,2.74,1.27,1.49,2.05,2.13,2.23,2.07,2.74,3.11,4.13,3.09,4.78,2.58,2.2,5.62,1.57,4.92,1.97,2.71
140685,'ZBTB46',1.38,1.09,2.07,1.6,1.77,1.71,2.61,2.76,1.39,2.31,1.38,1.19,1.02,0.9,0.44,0.75,0.85,0.29,2.03,0.59,1.57,0.61,0.46,0.79,2.21,1.22
140686,'WFDC3',0.11,0.0,0.36,0.57,0.49,0.0,0.0,0.0,0.56,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.42,0.14,0.0,0.15,0.49,0.0,0.34,0.0,0.13,0.0
140687,'GCNT7',0.0,0.17,0.05,0.16,0.38,0.05,0.0,0.0,0.05,0.11,0.0,0.05,0.11,0.5,0.06,0.22,0.0,0.0,0.06,0.07,0.0,0.07,0.11,0.0,0.0,0.18
140688,'NOL4L',18.13,26.53,20.55,19.23,29.29,18.39,28.62,26.66,30.0,30.93,11.93,11.45,16.29,22.81,11.86,11.37,5.58,5.01,22.02,7.66,17.68,15.3,14.89,15.88,16.57,23.32
140690,'CTCFL',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
140691,'TRIM69',1.08,0.76,1.05,1.08,0.58,0.9,0.87,0.79,0.9,0.71,3.48,1.84,2.4,4.59,6.16,8.98,5.32,2.85,1.74,2.83,1.79,3.34,0.46,2.61,2.85,4.34
140699,'MROH8',0.82,0.5,0.93,1.01,0.73,0.9,1.39,0.93,0.65,0.28,1.01,0.65,0.67,0.51,1.13,0.89,0.81,0.86,0.74,3.01,0.79,1.7,0.16,2.11,1.07,0.9
1407,'CRY1',10.31,6.27,8.67,8.55,7.23,9.13,14.05,15.75,10.32,10.73,11.63,14.37,5.64,14.2,10.36,7.79,3.72,8.57,11.23,9.56,8.49,7.35,2.18,6.83,3.06,2.7
140700,'SAMD10',14.52,8.37,14.71,10.63,16.62,16.81,19.52,16.65,14.97,14.94,9.97,4.04,7.44,4.04,9.61,3.56,9.9,4.76,15.15,7.79,7.58,11.36,3.7,11.73,7.51,8.55
140701,'ABHD16B',3.67,4.76,4.76,7.85,3.4,6.87,6.63,5.55,4.04,4.57,6.56,4.73,5.76,5.64,7.09,3.77,6.17,1.82,8.73,4.72,8.5,5.97,5.97,5.32,5.93,6.06
140706,'CCM2L',0.04,0.05,0.13,0.08,0.13,0.04,0.05,0.05,0.0,0.04,0.18,0.04,0.09,0.05,0.21,0.18,0.0,0.15,0.24,0.0,0.18,0.15,0.04,0.12,0.24,0.34
140707,'BRI3BP',18.23,7.88,10.53,10.86,10.54,10.89,13.75,13.61,10.57,10.33,18.92,11.65,9.91,15.55,41.05,18.16,29.69,52.51,17.26,38.9,10.05,33.4,4.02,32.41,11.82,18.01
140710,'SOGA1',5.17,3.04,4.72,4.51,3.99,3.03,4.65,3.9,3.25,3.47,2.14,3.05,4.46,1.62,2.96,1.33,1.05,1.17,6.03,1.2,5.22,2.49,2.43,2.01,1.47,1.5
140711,'TLDC2',0.88,1.69,1.94,1.17,0.55,0.83,1.33,1.92,0.45,1.0,0.66,0.51,0.72,3.79,0.99,2.28,0.93,0.47,2.47,1.21,0.66,0.66,0.65,1.04,1.7,2.69
140731,'ANKRD60',0.0,0.1,0.07,0.0,0.1,0.03,0.03,0.03,0.03,0.09,0.03,0.0,0.0,0.0,0.04,0.03,0.77,0.0,0.07,0.0,0.03,0.0,0.03,0.0,0.11,0.11
140733,'MACROD2',3.67,2.75,1.32,1.59,5.93,7.53,0.84,1.65,6.25,1.78,1.35,2.24,2.78,5.08,2.75,2.11,3.22,1.25,1.88,2.19,1.37,0.3,0.71,1.24,1.05,1.3
140735,'DYNLL2',111.25,65.98,85.13,81.36,92.67,91.38,120.02,132.18,125.72,113.48,85.82,122.05,68.59,118.8,87.44,80.02,50.79,74.42,101.42,59.92,91.56,44.25,32.5,47.65,31.84,47.24
140738,'TMEM37',0.26,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.07,0.6,0.0,0.07,0.25,0.0,0.16,0.32,0.0,0.0,0.07
140739,'UBE2F',41.24,26.99,46.89,47.3,43.05,50.26,41.24,46.5,32.54,45.0,44.61,55.22,56.83,65.85,43.0,45.83,34.82,35.45,56.87,30.54,56.25,30.15,22.05,29.74,22.44,35.82
140766,'ADAMTS14',0.27,0.08,0.11,0.1,0.21,0.1,0.06,0.23,0.0,0.05,0.38,0.26,0.34,1.98,0.29,0.68,0.33,0.09,0.4,0.17,0.36,0.48,0.05,0.11,0.71,0.5
140775,'SMCR8',41.5,32.82,32.86,29.84,33.35,24.96,44.25,42.28,35.35,37.4,32.53,46.61,61.37,44.99,35.6,31.63,10.9,25.76,65.56,25.41,53.87,28.35,20.89,30.39,15.6,29.3
1408,'CRY2',15.81,10.4,11.88,9.03,10.06,11.04,21.78,19.6,18.09,20.68,12.3,12.9,11.25,11.08,12.29,10.0,7.97,9.7,13.01,10.28,13.55,9.54,3.42,13.34,5.03,8.18
140803,'TRPM6',0.31,6.29,2.16,1.04,1.33,0.84,0.47,1.09,2.36,1.94,0.59,0.39,0.59,1.04,0.26,1.1,0.16,0.2,0.61,0.1,0.25,0.17,4.14,0.15,0.28,3.14
140807,'KRT72',0.16,2.12,0.84,4.35,7.17,7.26,3.34,7.18,5.46,4.59,1.39,1.21,0.5,2.23,0.23,0.51,0.97,0.0,5.69,2.39,0.75,0.82,1.71,0.79,18.54,0.65
140809,'SRXN1',29.93,45.69,24.34,29.51,30.59,20.71,27.89,22.19,53.39,38.33,35.65,37.33,39.1,46.05,23.49,37.43,9.2,30.8,66.75,18.22,30.23,27.86,52.63,12.96,8.2,20.36
140823,'ROMO1',29.66,25.12,31.01,33.85,37.68,34.29,25.57,23.62,26.15,32.64,52.25,85.85,35.54,107.32,84.66,150.0,152.77,69.93,51.05,97.03,42.8,77.86,25.29,69.57,47.36,69.75
140825,'NEURL2',0.12,0.0,0.0,0.08,0.24,0.08,0.49,0.4,0.08,0.52,0.33,0.19,0.3,0.25,0.44,0.0,0.14,0.18,0.2,0.0,0.08,0.14,0.09,0.42,0.09,0.15
140831,'ZSWIM3',4.49,0.97,1.07,1.25,0.64,1.34,2.4,2.98,0.41,0.86,2.73,2.42,2.32,2.22,3.09,1.8,3.62,2.39,3.65,0.94,4.11,1.18,0.84,3.09,1.01,0.56
140838,'NANP',1.8,1.1,0.97,1.48,0.88,1.02,1.67,1.45,1.7,1.85,2.98,2.07,0.88,4.14,3.56,2.4,2.3,3.94,2.9,1.82,2.48,0.87,0.14,1.96,0.58,0.57
140862,'ISM1',0.94,0.18,0.87,0.17,0.43,0.61,1.26,2.2,3.49,1.58,0.52,0.75,0.09,0.09,0.53,0.2,0.15,0.15,0.42,0.27,0.27,0.21,0.0,0.06,0.8,0.14
140876,'RIPOR3',0.34,0.45,0.41,0.32,0.21,0.28,0.28,0.84,0.19,0.23,0.32,0.34,1.35,0.65,0.47,0.54,0.41,0.11,4.21,0.0,0.58,0.8,0.86,0.09,1.29,1.18
140883,'ZNF280B',1.05,0.51,0.62,0.64,0.86,1.04,1.44,1.36,1.21,0.91,0.89,0.7,1.03,1.17,1.56,0.52,0.55,0.9,1.14,1.39,1.04,0.39,0.33,1.25,0.22,0.55
140885,'SIRPA',131.82,208.34,202.14,123.93,99.52,58.37,100.07,83.21,115.43,97.22,84.18,132.72,183.8,68.66,75.96,46.7,9.48,47.27,170.73,23.82,175.38,153.45,293.57,51.63,25.21,122.88
140890,'SREK1',16.9,6.97,11.01,9.29,7.61,11.71,16.0,18.8,9.83,13.07,17.27,15.78,10.32,20.45,19.56,14.83,15.15,23.56,18.43,20.37,13.97,13.94,8.79,20.38,31.21,15.16
140894,'CNBD2',0.0,0.22,0.12,0.04,0.75,0.36,0.16,0.27,0.23,0.38,0.16,0.2,0.17,0.27,0.32,0.09,1.05,0.35,0.34,0.23,0.09,0.27,0.2,0.15,0.77,0.96
140901,'STK35',6.29,6.52,5.7,5.09,6.16,5.0,8.6,6.45,6.62,7.39,8.11,6.16,5.74,9.06,8.1,7.2,6.75,7.57,10.86,6.58,7.8,6.46,5.45,9.58,6.28,7.41
140947,'DCANP1',1.35,0.29,1.18,2.31,1.39,0.5,2.34,1.37,0.5,1.13,0.25,1.51,2.85,0.83,0.87,0.14,0.76,0.32,1.81,0.62,1.93,0.93,0.14,0.84,1.02,0.58
141,'ADPRH',15.58,7.59,11.29,12.43,7.35,7.98,11.65,11.72,4.71,6.95,9.8,29.71,39.97,21.54,17.04,20.61,6.53,12.93,25.28,6.56,29.04,15.34,4.38,6.8,2.32,9.6
1411,'CRYBA1',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
1413,'CRYBA4',0.29,0.0,0.0,0.0,0.3,0.14,0.0,0.46,0.0,0.0,0.14,0.14,0.15,0.47,0.66,1.08,2.64,0.51,0.48,0.93,0.0,0.18,0.0,1.57,1.3,0.32
1414,'CRYBB1',0.0,0.13,0.13,0.41,0.53,0.73,0.5,0.0,0.24,0.13,2.48,0.7,0.52,2.2,5.96,2.15,6.08,6.91,0.42,8.45,0.53,6.93,0.0,12.66,0.14,3.22
1415,'CRYBB2',1.23,1.29,0.96,2.0,1.9,3.59,2.35,5.24,0.76,2.23,3.1,3.64,1.1,1.18,3.73,1.99,18.34,15.8,2.76,2.8,2.14,3.22,0.91,1.67,6.78,1.21
1417,'CRYBB3',0.13,0.3,0.1,0.39,0.39,0.27,0.47,0.17,0.16,0.38,0.2,0.18,0.12,0.21,0.2,0.11,1.11,0.0,0.52,0.21,0.27,0.18,0.19,0.17,0.52,0.23
142,'PARP1',89.35,32.55,44.07,51.81,42.18,57.26,80.95,77.89,44.79,42.25,106.85,93.09,54.86,130.1,186.78,140.75,111.64,182.05,68.65,187.57,68.52,123.26,20.28,159.8,29.68,52.74
142678,'MIB2',12.9,23.2,15.13,14.87,21.93,20.37,18.81,17.4,15.53,20.9,9.13,10.18,13.15,14.96,11.25,9.66,10.9,10.83,16.79,8.66,16.44,16.07,18.84,9.99,25.44,15.79
142679,'DUSP19',0.26,0.04,0.29,0.12,0.25,0.14,0.26,0.27,0.12,0.17,0.27,0.38,0.48,0.67,0.59,0.27,0.3,0.33,0.3,0.11,0.38,0.08,0.1,0.08,0.14,0.11
142680,'SLC34A3',0.05,0.11,0.0,0.0,0.06,0.05,0.0,0.06,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.06,0.0,0.07,0.0,0.0,0.0,0.0,0.06,0.0
142684,'RAB40A',0.0,0.09,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.15,0.08,0.0,0.0,0.18,0.46,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
142686,'ASB14',0.2,0.26,0.2,0.42,0.59,0.79,0.46,0.43,0.46,0.51,0.23,0.57,0.3,0.8,0.18,1.09,0.55,0.55,0.44,0.19,0.42,0.06,0.05,0.2,0.4,0.25
142689,'ASB12',0.26,0.18,0.09,0.17,0.63,0.59,0.47,0.37,0.51,0.27,0.36,0.4,0.0,0.0,0.0,0.09,0.48,0.1,0.48,0.78,0.18,0.32,0.0,0.0,0.98,0.49
1427,'CRYGS',1.37,0.39,1.17,1.37,0.9,1.34,1.77,0.8,0.98,0.65,0.13,1.4,0.89,1.77,0.76,1.21,4.37,0.15,0.84,1.3,0.4,0.15,0.25,0.17,2.27,0.98
1428,'CRYM',1.27,0.48,0.47,0.37,0.23,0.51,1.39,0.4,0.15,0.15,0.63,0.55,0.58,0.16,0.09,0.16,0.14,0.09,1.27,0.0,0.08,0.19,0.67,0.0,0.09,0.85
142827,'ACSM6',0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142891,'SAMD8',7.44,18.15,18.15,12.79,12.93,9.08,10.85,9.05,14.61,16.36,8.92,11.22,10.38,19.75,8.19,16.34,5.81,11.03,12.45,8.26,8.87,7.96,7.55,6.26,5.41,12.24
1429,'CRYZ',23.8,4.63,8.43,8.76,8.09,9.58,14.46,22.15,6.87,7.72,14.75,22.61,7.48,27.81,19.81,23.17,12.65,15.36,11.1,13.86,19.93,7.18,1.41,23.73,4.23,4.83
142910,'LIPJ',0.0,0.0,0.0,0.0,0.0,0.15,0.24,0.25,0.0,0.08,0.0,0.12,0.0,0.37,0.0,0.36,0.0,0.0,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.0
142940,'TRUB1',6.48,2.53,3.4,4.42,3.79,4.11,8.84,7.65,4.62,5.35,6.94,9.9,4.42,8.42,11.09,8.97,7.17,9.46,8.1,7.92,7.36,3.86,0.94,8.47,1.37,2.77
143,'PARP4',75.52,30.51,59.59,52.59,29.35,32.89,87.71,78.12,29.34,36.02,62.46,95.32,75.28,100.81,76.23,75.62,26.31,63.85,85.48,57.84,94.25,53.08,27.09,56.64,12.94,32.1
143098,'MPP7',23.43,17.7,18.18,16.91,12.27,11.08,22.75,25.6,15.44,17.92,12.9,22.17,14.94,15.25,7.91,11.15,2.68,7.61,23.65,6.53,19.64,7.42,12.78,5.84,2.77,6.23
1431,'CS',118.26,71.15,98.08,111.15,97.65,77.38,112.03,111.93,75.66,89.36,117.96,101.76,89.81,91.63,126.05,82.68,98.53,140.94,106.67,126.98,100.24,131.08,54.91,121.65,59.45,91.62
143187,'VTI1A',11.72,9.41,12.43,13.03,7.96,9.59,12.82,12.59,10.78,12.31,12.45,14.78,10.92,15.44,13.94,16.56,10.28,13.59,12.56,12.31,11.99,8.79,7.6,12.06,7.37,11.56
1432,'MAPK14',61.43,43.02,52.42,39.05,28.01,28.26,54.04,53.95,23.53,25.73,44.61,90.13,61.09,92.61,50.5,79.98,26.11,52.63,90.34,34.16,64.45,25.59,92.01,33.2,17.03,47.26
143244,'EIF5AL1',0.06,0.0,0.06,0.06,0.03,0.03,0.09,0.03,0.03,0.06,0.15,0.05,0.0,0.0,0.07,0.03,0.45,0.03,0.06,0.04,0.09,0.03,0.06,0.12,0.05,0.05
143279,'HECTD2',1.04,0.32,1.54,1.21,1.63,0.71,1.82,0.62,0.92,1.39,2.03,0.81,0.43,1.5,1.44,0.95,0.44,0.95,0.72,0.86,1.02,0.85,0.13,0.41,0.4,0.71
143282,'FGFBP3',0.79,1.03,1.05,0.96,2.45,2.14,2.28,1.38,1.77,2.77,1.46,1.49,0.73,1.11,0.97,1.1,0.86,0.4,0.8,0.65,1.39,0.78,0.63,0.29,0.77,0.86
143379,'C10orf82',0.0,0.36,0.12,0.61,1.05,0.45,0.0,0.54,0.0,0.69,0.11,0.11,0.28,0.11,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.26,0.0
143384,'CACUL1',17.58,16.4,13.18,12.71,11.03,9.73,12.4,13.05,11.0,12.6,16.56,16.7,12.86,16.89,15.89,15.9,7.13,12.99,22.06,10.78,18.99,6.18,7.23,10.8,4.67,9.18
1434,'CSE1L',32.53,8.46,13.96,15.95,10.69,11.44,28.2,29.37,11.13,13.98,30.32,28.3,25.98,48.84,80.55,46.42,33.1,107.81,34.93,57.19,28.03,44.13,7.21,56.43,10.34,20.9
143425,'SYT9',0.05,0.06,0.0,0.0,0.11,0.05,0.1,0.06,0.08,0.06,0.06,0.05,0.0,0.12,0.07,0.13,1.08,0.03,0.06,0.0,0.0,0.13,0.0,0.12,0.0,0.12
143458,'LDLRAD3',6.95,3.57,7.02,3.95,5.34,2.87,3.52,4.39,2.72,4.31,3.19,5.75,4.13,0.95,2.22,1.31,0.58,1.61,7.02,0.82,6.07,1.88,4.2,1.64,0.82,1.77
143471,'PSMA8',0.71,0.38,0.39,0.79,0.34,0.86,0.85,0.51,0.18,0.07,0.34,1.04,0.61,3.23,2.48,2.97,4.79,5.71,0.93,3.57,0.45,1.65,0.32,2.38,0.74,0.95
1435,'CSF1',4.6,8.42,3.93,3.58,4.65,3.45,7.01,3.88,11.4,16.56,7.35,5.24,7.8,8.1,3.35,7.19,0.81,2.41,8.81,2.79,4.51,5.17,7.58,3.3,3.68,33.07
143570,'XRRA1',5.32,10.96,6.25,8.04,8.31,4.6,12.43,16.11,6.92,5.4,7.69,7.47,11.05,10.54,10.72,19.08,12.52,13.01,5.51,9.1,10.36,9.98,5.07,9.36,7.84,6.45
1436,'CSF1R',383.86,206.84,317.26,408.24,188.34,134.59,182.36,234.92,79.95,142.36,131.0,189.13,308.5,42.79,153.02,21.18,21.17,44.32,268.44,33.38,410.39,135.84,191.59,57.21,30.76,40.96
143630,'UBQLNL',0.18,0.79,0.19,0.14,0.1,0.45,0.6,0.25,0.36,0.1,0.29,1.09,1.22,1.72,0.22,2.43,0.09,0.44,0.42,0.12,0.54,0.23,0.19,0.0,1.38,3.09
143662,'MUC15',0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143684,'FAM76B',11.31,12.45,13.9,12.38,10.4,13.02,16.21,13.18,13.92,18.22,13.12,19.23,11.63,21.71,12.89,19.19,8.02,11.24,14.19,11.16,13.35,4.98,6.85,9.91,6.84,10.77
143686,'SESN3',21.42,10.17,12.07,10.63,11.1,10.79,19.8,24.72,19.97,18.41,12.94,16.69,7.97,12.42,9.39,8.12,4.64,4.39,21.93,6.48,17.28,4.12,4.11,5.84,4.0,5.24
