Gene ID,Gene Symbol,HCB1-21,HCB2-21,HCB3-21,HCB5-21,HCB6-21,HCB7-21,HCB8-21,HCB9-21,HCB10-21,HCB11-21,PTB1-21,PTB1-22,PTB2-21,PTB2-22,PTB3-21,PTB3-22,PTB4-21,PTB5-21,PTB6-21,PTB7-21,PTB8-21,PTB9-21,PTB10-21,PTB11-21,PTB12-21,PTB13-21
84750,'FUT10',2.29,2.94,2.85,2.78,1.59,2.31,4.11,5.06,2.62,4.47,3.86,1.67,2.86,1.84,1.94,2.91,3.15,1.91,4.79,3.58,2.96,2.06,0.94,1.81,0.41,1.94
84752,'B3GNT9',3.51,3.27,2.61,1.74,1.6,2.21,3.83,3.47,3.32,2.09,6.71,1.65,2.66,3.48,12.78,9.37,9.3,13.4,2.31,16.6,3.14,13.71,4.19,18.03,2.87,4.01
84759,'PCGF1',27.2,12.96,20.66,17.67,17.01,16.94,25.59,24.27,17.15,22.0,19.68,17.71,20.04,10.54,19.73,12.07,16.55,14.52,23.95,8.76,23.24,15.67,13.91,17.44,13.12,13.76
8476,'CDC42BPA',0.9,0.44,0.19,0.22,0.27,0.25,0.51,0.58,0.27,0.34,0.4,0.55,1.18,0.26,0.3,0.32,0.08,0.32,1.09,0.13,0.55,0.4,0.87,0.17,0.4,0.34
84765,'ZNF577',2.28,1.58,1.42,1.69,3.46,1.22,2.48,4.03,2.1,2.42,0.69,4.21,2.08,2.32,2.12,2.06,1.74,1.99,1.9,1.39,1.76,0.33,1.09,0.9,1.29,1.33
84766,'CRACR2A',12.23,8.21,13.18,11.84,11.97,10.21,19.37,18.56,10.34,13.19,15.56,13.26,8.1,16.05,11.21,13.32,3.53,9.69,11.84,11.58,14.19,9.47,3.89,10.13,3.59,9.1
84767,'TRIM51',0.13,1.21,0.7,0.61,2.8,1.06,0.95,2.43,1.39,1.25,0.14,1.92,0.69,1.58,0.08,0.28,1.88,0.16,0.08,0.18,0.0,0.25,0.0,0.0,0.46,0.3
84769,'MPV17L2',14.53,9.07,12.62,16.3,12.71,11.9,10.94,9.02,6.48,10.04,15.7,8.96,15.05,12.26,28.61,13.86,32.83,30.93,18.1,33.03,18.09,33.64,8.23,32.21,10.73,20.29
8477,'GPR65',34.97,26.32,20.87,21.14,18.62,16.08,34.95,32.36,39.5,37.95,44.74,51.8,37.15,57.51,29.69,28.57,6.25,19.27,56.45,12.34,55.41,16.0,7.7,17.25,4.25,9.13
84775,'ZNF607',2.38,1.01,1.35,1.15,1.85,1.74,3.33,2.74,1.65,1.45,0.98,2.54,1.35,2.63,1.6,1.03,1.48,0.63,1.99,1.47,1.92,0.46,0.3,0.85,0.48,0.58
84787,'KMT5C',5.57,7.32,6.59,4.68,8.12,5.31,7.07,5.46,4.76,7.28,5.88,3.16,6.55,5.13,5.35,2.87,5.73,3.3,6.31,4.38,6.66,8.59,6.74,6.94,10.16,7.07
8479,'HIRIP3',7.83,3.77,5.87,8.37,6.09,6.44,9.56,9.79,4.39,5.65,15.01,14.55,7.14,18.2,19.33,17.18,16.29,18.05,8.99,15.9,7.04,13.74,2.63,21.6,7.08,9.63
84790,'TUBA1C',64.6,86.68,87.02,99.98,108.34,79.3,75.81,66.81,104.02,100.32,126.11,56.54,109.93,88.03,216.22,80.52,81.78,221.55,146.93,154.56,94.07,226.52,75.61,159.21,109.29,195.4
84792,'FAM220A',21.09,12.04,12.1,13.54,14.68,15.96,17.39,17.57,11.57,9.94,11.69,11.88,20.84,9.14,16.11,8.02,14.01,13.31,19.6,11.75,20.39,9.97,6.22,13.35,6.06,7.42
84795,'PYROXD2',6.66,4.79,9.31,3.88,9.25,9.46,8.99,7.5,6.7,7.64,3.27,4.86,2.95,6.04,2.61,3.42,3.99,2.52,5.74,2.73,8.95,2.97,2.6,4.03,5.13,3.63
84798,'C19orf48',19.89,14.13,11.02,16.47,25.55,23.32,17.67,15.86,22.66,26.46,28.42,12.4,17.53,28.75,57.48,30.73,58.82,68.72,18.02,47.31,13.08,59.12,5.56,47.1,40.57,47.81
8480,'RAE1',28.71,14.43,19.68,17.31,13.22,17.49,26.98,28.32,20.23,25.26,33.83,22.78,18.52,26.8,33.93,33.36,38.87,45.73,20.01,34.2,23.83,24.94,12.66,35.28,16.44,23.67
84803,'GPAT3',22.13,15.68,15.49,13.14,8.52,4.29,11.0,9.37,10.51,8.88,25.07,29.81,18.31,12.03,13.72,17.13,1.72,6.33,25.08,3.66,19.24,7.04,11.25,4.48,1.71,6.36
84804,'MFSD9',4.5,2.58,3.54,4.48,3.5,4.39,5.22,5.64,3.56,4.27,6.4,5.86,4.17,7.77,7.14,7.02,6.43,6.48,6.03,7.93,4.97,4.72,2.06,6.91,2.28,3.17
84807,'NFKBID',8.54,22.98,15.53,12.69,23.61,15.56,15.98,10.87,38.9,51.43,82.53,7.55,12.96,18.33,9.77,7.36,11.37,6.54,21.13,6.3,10.21,17.45,24.01,9.46,33.73,31.0
84808,'PERM1',0.14,0.19,0.37,0.21,0.4,0.45,0.27,0.41,0.1,0.14,0.29,0.16,0.58,0.22,0.13,0.26,0.98,0.33,0.47,0.36,0.63,0.48,0.08,0.53,0.8,0.44
8481,'OFD1',18.55,10.35,16.46,14.16,17.97,22.69,35.23,26.06,21.18,24.49,12.36,20.67,14.21,31.1,15.96,14.82,12.52,8.77,17.44,12.09,17.65,9.47,8.49,10.82,28.85,13.54
84811,'BUD13',31.85,11.95,13.03,15.68,11.46,12.94,27.75,28.46,10.37,10.95,31.14,17.89,23.99,16.21,30.87,10.26,20.36,30.11,31.13,20.25,29.66,31.07,13.86,30.88,9.49,14.29
84812,'PLCD4',1.65,0.72,1.08,1.71,1.95,1.03,2.05,1.38,1.63,1.27,1.26,1.28,1.69,1.83,2.33,1.42,0.87,1.73,2.46,0.95,1.78,0.98,0.26,1.57,1.13,1.41
84814,'PLPP7',1.17,1.04,0.87,1.58,0.97,1.51,0.63,0.84,0.85,0.84,0.57,0.58,0.63,0.45,0.71,0.17,0.92,0.06,0.87,0.4,0.89,0.89,0.99,0.21,0.42,0.28
84816,'RTN4IP1',2.73,1.77,2.35,1.69,1.93,4.09,2.42,2.69,2.17,2.58,4.81,4.76,3.58,6.81,6.64,7.67,11.15,6.55,3.13,6.97,3.44,2.49,1.3,5.18,1.85,3.14
84817,'TXNDC17',6.09,3.25,4.91,3.9,2.64,3.87,4.38,4.42,2.96,4.16,8.73,18.24,6.58,19.16,16.02,28.33,14.89,16.27,6.79,10.36,7.64,7.64,5.58,8.07,4.69,6.84
84818,'IL17RC',4.47,5.12,6.56,6.84,4.62,4.03,2.73,4.77,3.14,3.48,2.16,5.32,7.59,2.38,2.82,1.46,1.47,1.32,5.33,1.76,8.09,4.37,3.48,2.12,1.62,2.14
8482,'SEMA7A',4.6,5.13,3.64,5.03,7.62,5.34,6.45,4.14,12.65,13.8,5.0,4.2,5.57,7.85,8.48,5.35,2.04,4.44,6.86,4.01,3.59,7.78,1.82,6.07,5.21,6.81
84823,'LMNB2',12.5,6.95,9.54,11.02,10.43,9.95,13.74,13.43,8.65,10.45,26.45,16.87,10.77,23.1,39.06,20.73,20.92,43.92,16.89,33.44,14.54,29.52,5.27,31.92,9.89,14.33
84824,'FCRLA',43.3,38.18,15.44,21.06,50.54,78.63,28.67,25.84,40.92,23.05,12.5,19.07,36.51,26.16,28.35,14.26,25.61,13.34,14.05,17.53,11.22,12.72,5.81,14.16,7.81,15.83
84826,'SFT2D3',12.71,10.91,10.89,10.87,12.63,13.74,15.28,15.16,14.59,14.41,10.29,10.11,9.59,9.53,9.71,7.64,9.46,6.73,12.47,9.52,13.18,8.27,5.44,11.33,6.72,7.31
8483,'CILP',0.19,0.26,0.23,0.24,0.33,0.36,0.21,0.23,0.26,0.18,0.1,0.23,0.07,0.26,0.09,0.08,0.28,0.06,0.25,0.16,0.08,0.03,0.12,0.1,0.39,0.19
84830,'ADTRP',4.55,1.42,1.34,0.74,2.75,2.94,1.56,3.72,4.61,2.85,2.62,4.66,0.98,1.96,2.58,1.8,4.39,2.91,3.73,2.8,3.05,0.31,0.77,1.23,1.75,2.48
84833,'ATP5MD',107.36,63.0,101.31,110.21,69.16,115.6,119.37,112.59,109.55,88.96,153.63,172.71,110.74,176.23,247.24,211.54,196.85,273.2,146.18,213.19,175.02,73.19,56.35,177.28,79.04,108.02
84836,'ABHD14B',74.07,57.67,70.7,80.82,106.0,93.5,98.8,97.0,77.94,100.77,84.35,30.85,48.81,22.27,57.9,26.54,70.94,49.06,73.63,75.61,63.8,89.97,28.92,72.69,34.31,50.75
84838,'ZNF496',8.58,8.2,12.67,10.54,14.8,13.17,16.41,19.24,11.92,13.8,9.81,13.26,18.89,17.26,9.49,14.57,5.37,8.26,15.13,10.33,14.7,12.11,3.17,9.15,7.46,17.92
8484,'GALR3',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.0
84842,'HPDL',0.54,0.64,0.38,0.79,0.88,0.18,0.66,0.84,0.36,1.13,2.81,0.94,0.31,5.17,11.6,3.77,6.64,11.85,0.89,9.14,0.78,8.96,0.42,8.23,2.5,3.77
84844,'PHF5A',57.97,42.4,37.95,45.64,45.61,41.6,50.13,50.3,68.38,72.06,69.3,61.21,44.06,68.59,65.99,56.05,62.61,69.55,60.46,49.23,62.15,41.58,17.35,37.77,23.49,41.31
84851,'TRIM52',17.63,12.17,14.76,15.43,16.46,16.6,27.52,26.57,15.57,19.05,13.56,21.4,13.92,29.21,17.66,20.01,14.2,14.4,21.55,20.2,19.53,8.54,7.31,11.43,8.99,8.92
84858,'ZNF503',3.78,10.08,9.27,9.56,11.44,5.81,4.77,2.71,3.94,8.98,7.45,4.4,10.42,1.29,1.71,0.4,0.24,0.57,6.67,0.58,9.72,4.98,6.94,1.58,3.24,8.75
84859,'LRCH3',25.0,8.93,16.79,13.75,12.12,10.37,29.75,28.84,14.95,16.66,21.74,20.26,18.01,20.78,23.91,15.65,14.09,19.67,23.66,15.84,23.41,12.0,4.85,14.74,7.55,9.16
84861,'KLHL22',19.53,10.41,11.91,10.97,11.5,13.13,19.48,18.43,9.01,12.22,11.57,10.92,9.25,6.85,9.79,6.76,11.1,8.48,14.52,10.71,12.26,11.51,6.26,13.19,6.74,6.56
84864,'RIOX2',19.25,5.22,11.14,10.88,9.05,10.07,19.32,13.96,9.03,8.93,11.28,19.12,10.4,14.64,23.63,17.36,16.22,20.68,16.26,22.37,15.81,12.51,3.63,20.34,9.81,6.94
84865,'CCDC142',3.43,2.89,3.45,3.57,2.97,3.16,3.78,3.61,2.1,3.08,2.75,4.23,3.34,4.14,3.92,3.53,8.0,3.34,3.39,3.97,4.16,3.48,3.62,3.34,6.39,2.89
84866,'TMEM25',6.68,3.22,4.88,3.5,6.17,7.37,8.36,8.54,7.93,7.91,4.11,4.43,4.47,4.62,4.18,4.01,5.07,4.74,3.98,5.49,2.67,4.84,1.02,4.62,4.98,5.39
84868,'HAVCR2',35.86,13.48,29.58,33.42,18.1,18.28,20.32,36.77,6.34,18.77,117.93,59.83,57.48,77.08,53.64,30.81,8.26,29.72,73.77,35.13,89.88,41.91,19.52,35.89,13.0,21.47
84869,'CBR4',6.13,2.56,3.05,2.8,3.98,3.97,7.41,5.63,2.36,3.17,6.2,6.19,3.43,7.25,8.21,9.36,9.22,7.64,6.43,8.27,5.21,3.61,2.07,4.9,2.1,3.28
8487,'GEMIN2',6.2,1.61,3.46,3.46,3.17,5.17,5.26,5.82,3.86,4.37,6.66,10.8,4.48,10.57,9.1,11.91,10.14,10.95,7.6,8.56,6.64,3.17,1.45,5.13,2.92,2.98
84870,'RSPO3',0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84872,'ZC3H10',12.7,3.37,3.37,4.02,3.94,2.77,7.35,9.08,3.03,2.98,7.81,5.51,6.92,5.03,8.49,3.61,10.78,6.38,8.23,3.01,9.97,6.72,3.43,9.82,1.04,2.23
84874,'ZNF514',3.02,3.6,6.78,4.95,5.79,4.73,7.87,5.49,8.54,9.8,4.32,4.25,2.47,7.19,3.98,5.26,6.07,2.64,4.37,4.62,3.19,2.23,2.19,1.46,5.28,3.39
84875,'PARP10',61.22,111.37,92.7,91.47,91.86,73.62,86.27,76.72,45.95,65.1,43.05,155.2,280.29,226.01,88.87,206.85,59.82,64.75,109.86,56.25,158.93,106.72,41.3,58.38,71.43,136.78
84876,'ORAI1',134.87,121.38,148.12,123.45,125.98,143.22,163.5,135.91,131.38,128.33,110.78,51.97,134.01,50.03,92.62,33.04,55.03,49.61,165.29,64.15,129.77,163.25,84.14,99.47,70.35,100.58
84878,'ZBTB45',16.14,10.75,11.47,12.05,11.13,9.58,16.45,15.7,7.39,7.9,11.63,4.77,19.02,6.16,16.72,5.38,11.91,10.8,18.83,10.54,16.38,24.88,9.23,19.71,6.54,13.06
84879,'MFSD2A',4.62,3.07,5.47,5.96,2.5,1.99,4.66,4.49,4.76,6.82,19.17,4.27,7.6,3.39,5.49,2.52,2.97,8.96,9.2,3.92,8.15,5.14,2.05,4.92,5.12,4.21
84881,'RPUSD4',14.76,5.59,11.19,10.98,9.81,9.72,14.6,15.55,8.64,10.49,12.6,18.16,9.85,17.23,18.75,16.61,21.95,19.64,12.81,18.17,12.75,10.25,3.27,15.49,5.83,8.65
84883,'AIFM2',1.79,0.98,1.62,2.69,2.44,2.26,3.04,2.3,1.58,1.97,3.26,2.32,2.64,6.33,6.57,8.82,11.17,9.33,3.85,8.51,2.39,6.23,0.96,6.42,2.35,3.66
84885,'ZDHHC12',70.74,66.39,70.45,83.69,92.08,54.31,62.14,57.83,56.81,58.72,98.3,43.12,107.85,57.26,131.92,67.96,119.34,142.88,96.47,127.0,93.83,186.03,63.59,123.96,56.83,146.66
84886,'C1orf198',5.86,4.58,5.5,4.49,3.46,2.81,7.26,5.07,4.59,3.65,2.47,2.02,6.48,3.08,3.46,2.25,1.52,2.2,7.09,0.96,5.21,2.21,3.48,1.12,2.94,3.63
84888,'SPPL2A',37.65,35.83,41.81,46.04,33.53,29.38,31.82,35.78,28.15,36.03,56.19,83.37,43.99,104.47,64.26,82.97,39.19,61.46,62.46,53.04,59.63,38.16,18.52,41.12,7.85,32.81
84889,'SLC7A3',0.14,0.0,0.0,0.19,0.45,0.05,0.68,0.05,0.05,0.2,0.0,0.26,0.05,0.0,0.06,0.0,0.27,0.0,0.16,0.19,0.0,0.0,0.0,0.0,0.0,0.0
84890,'ADO',15.61,6.78,7.02,9.42,9.36,9.18,16.66,11.84,14.45,14.74,14.47,17.57,19.63,13.37,16.3,8.79,9.07,11.25,24.51,11.33,22.43,10.44,3.24,12.11,5.1,9.25
84891,'ZSCAN10',0.0,0.05,0.05,0.09,0.0,0.28,0.04,0.05,0.09,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.06,0.05,0.0,0.98,0.11
84892,'POMGNT2',6.64,3.35,4.56,4.57,5.98,4.22,7.52,5.69,5.85,5.92,4.97,5.03,7.41,6.62,7.04,3.53,6.67,6.13,7.56,5.77,5.61,6.93,3.38,12.26,5.27,4.39
84893,'FBH1',38.78,37.38,42.88,38.91,42.77,45.86,43.6,42.99,42.58,39.42,51.54,54.59,46.64,70.08,106.68,103.86,115.06,120.15,43.25,134.77,43.34,62.56,26.62,111.14,38.12,42.64
84895,'MIGA2',10.05,9.46,12.54,9.22,15.55,12.16,18.39,15.15,9.79,13.25,8.53,10.61,15.25,19.01,12.49,16.16,11.41,10.24,21.43,9.41,12.14,12.5,10.83,10.75,14.33,15.53
84896,'ATAD1',30.74,9.2,12.85,12.95,11.52,11.04,30.24,29.93,12.7,17.42,24.12,25.15,16.96,28.28,29.36,26.46,20.06,35.15,27.96,33.33,25.61,10.81,3.03,26.12,5.06,12.2
84897,'TBRG1',20.1,14.34,19.42,20.23,16.11,16.03,24.0,23.92,12.56,17.01,15.32,24.53,21.24,25.71,18.55,18.85,14.67,15.67,26.49,14.78,23.98,10.69,12.86,12.3,13.05,12.8
84898,'PLXDC2',25.09,25.83,36.59,26.6,15.21,11.22,21.96,21.04,14.56,17.14,13.03,26.24,27.99,16.22,14.79,13.92,1.63,10.53,32.82,4.28,33.87,15.72,21.21,6.35,3.59,15.56
84899,'TMTC4',5.57,2.13,5.32,2.82,3.02,4.32,5.54,5.83,3.77,4.59,7.6,6.29,2.21,6.52,5.94,7.82,4.34,5.51,4.71,5.78,7.23,3.35,2.04,4.32,1.08,3.01
8490,'RGS5',0.27,0.19,0.27,0.52,0.3,0.21,0.39,0.39,0.34,0.19,0.34,0.25,0.19,0.5,0.95,0.59,0.98,0.73,0.27,0.78,0.17,0.3,0.17,0.72,0.49,0.31
84900,'RNFT2',0.35,0.08,0.14,0.37,0.48,0.76,0.32,0.24,0.36,0.38,0.61,0.37,0.38,0.47,0.67,1.28,2.0,1.53,0.33,1.2,0.25,0.56,0.19,1.12,0.6,0.41
84901,'NFATC2IP',23.67,18.02,26.8,26.26,25.34,23.6,34.95,34.16,21.62,28.82,28.09,32.19,25.57,46.44,34.56,42.33,36.53,31.72,37.73,33.22,28.04,24.68,11.3,26.46,25.52,24.6
84902,'CEP89',3.92,2.69,3.36,3.94,3.64,4.76,5.78,4.97,2.78,3.51,3.42,4.73,2.96,5.96,5.83,3.55,3.75,7.62,4.38,4.87,3.52,2.32,2.12,3.47,2.62,2.8
84904,'ARHGEF39',1.03,0.62,0.73,1.36,1.0,0.87,1.71,1.62,1.21,1.17,4.28,1.45,0.83,2.63,6.0,3.12,3.26,8.65,3.17,5.46,1.22,5.24,0.51,4.34,2.23,2.96
84905,'ZNF341',5.84,9.6,7.73,6.77,5.52,5.29,6.92,7.13,4.56,4.34,5.16,4.72,8.88,5.93,6.87,4.18,6.07,5.86,7.5,6.51,7.01,10.76,8.14,8.56,7.2,6.37
84908,'FAM136A',27.23,11.44,22.76,24.52,18.93,21.57,31.08,31.32,19.01,24.32,38.42,30.78,21.18,37.68,45.25,45.33,45.65,71.74,33.27,67.87,26.68,35.55,10.07,40.92,13.77,24.59
84909,'C9orf3',2.12,1.53,1.57,1.85,1.13,1.43,3.27,2.33,1.5,1.24,1.57,3.23,2.5,2.59,2.41,2.3,2.89,2.05,3.06,1.76,1.86,1.87,1.52,1.79,1.53,1.34
8491,'MAP4K3',4.7,2.7,3.05,2.63,2.27,2.42,4.43,4.32,2.35,4.06,4.14,4.16,3.62,4.49,4.33,4.45,2.94,4.66,5.27,3.74,4.48,1.85,1.64,3.01,1.42,2.07
84910,'TMEM87B',22.24,11.9,19.58,17.41,13.92,12.73,29.11,23.38,13.54,16.5,16.66,30.58,17.96,24.46,28.48,24.97,11.52,20.15,29.74,17.38,26.88,11.82,7.7,15.21,6.7,10.74
84911,'ZNF382',1.94,0.61,1.04,0.61,1.16,1.43,2.68,2.56,1.54,0.95,0.89,2.01,0.66,2.19,1.81,1.32,1.14,1.04,1.51,0.7,0.94,0.67,0.35,1.05,0.26,0.61
84912,'SLC35B4',6.82,2.5,4.45,4.89,5.03,3.79,8.78,5.95,4.33,4.52,10.05,6.3,3.19,6.01,10.78,5.33,7.84,10.82,7.33,9.49,5.55,6.05,1.71,7.2,2.29,3.03
84913,'ATOH8',2.99,0.87,4.22,1.37,0.21,0.2,1.71,0.76,0.33,1.34,0.57,1.03,0.08,0.65,0.04,0.19,0.47,0.02,0.24,0.02,2.2,0.68,2.54,0.0,0.02,0.23
84914,'ZNF587',4.3,5.88,4.65,3.95,3.9,4.33,7.62,7.29,4.62,5.09,5.14,6.89,4.47,10.82,4.86,7.92,4.92,3.94,6.63,5.31,6.05,2.24,2.37,4.57,3.64,4.48
84915,'FAM222A',0.33,0.87,0.79,1.76,1.46,1.04,1.09,0.76,1.53,1.37,1.03,0.5,1.3,0.91,2.08,0.54,1.17,2.3,1.24,1.42,0.62,2.94,0.24,1.98,1.22,1.23
84916,'UTP4',26.61,15.06,22.3,24.86,17.61,22.43,30.19,29.63,24.79,27.79,33.03,31.36,26.39,31.98,53.63,28.75,33.1,68.1,35.42,46.53,27.9,62.35,9.91,45.59,27.12,36.58
84918,'LRP11',1.44,0.66,0.83,0.65,0.67,0.72,1.41,1.22,0.66,0.47,0.34,0.64,0.81,1.43,0.48,0.43,0.06,0.63,1.09,0.24,0.94,0.88,0.27,0.49,0.07,0.28
84919,'PPP1R15B',40.7,69.56,60.29,45.65,57.35,41.04,46.07,35.83,113.76,119.83,63.29,57.7,43.48,73.09,54.57,65.91,39.05,49.53,79.83,50.97,54.14,23.08,26.82,40.25,26.34,102.41
84920,'ALG10',1.96,0.96,1.9,1.42,1.63,1.83,2.92,3.39,1.46,2.03,3.11,3.0,1.83,6.89,5.72,5.23,4.29,6.34,3.47,5.57,3.27,2.29,0.77,5.2,1.71,1.97
84922,'FIZ1',15.45,7.26,8.32,8.4,11.85,8.86,13.23,12.45,7.28,8.12,11.65,4.33,11.25,5.32,12.61,4.23,15.71,9.71,12.62,11.21,11.59,15.74,6.64,16.14,7.47,7.28
84923,'FAM104A',41.83,30.75,28.93,29.5,24.82,28.93,45.39,42.84,30.67,33.08,44.53,40.38,35.53,43.44,46.74,36.69,26.42,40.87,50.95,39.03,42.41,24.1,21.39,32.85,15.02,26.96
84924,'ZNF566',2.43,0.53,1.19,0.88,1.74,1.32,2.96,2.13,1.14,1.36,2.21,3.66,1.42,2.14,1.65,1.37,1.52,1.06,2.31,1.12,2.31,0.55,0.51,1.63,0.41,0.43
84925,'DIRC2',8.53,8.88,9.5,8.55,7.32,4.4,7.31,5.97,6.17,9.4,5.53,6.66,6.67,4.26,4.3,2.88,1.07,2.42,8.4,2.33,9.24,4.06,10.15,3.08,1.73,2.9
84926,'SPRYD3',46.95,29.99,37.5,35.38,37.06,32.35,51.55,45.91,26.52,25.9,34.71,38.92,45.66,36.58,40.94,29.76,29.76,34.83,51.13,35.1,47.71,51.47,20.93,46.7,16.52,36.13
84928,'TMEM209',23.85,7.97,14.59,14.34,12.69,13.85,26.03,22.66,11.94,15.32,24.72,19.91,16.57,21.34,28.34,17.4,16.8,28.0,25.91,25.53,24.95,19.45,5.02,24.59,8.86,12.86
84929,'FIBCD1',0.14,0.11,0.22,0.2,0.79,0.24,0.11,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0
8493,'PPM1D',12.11,8.4,7.96,5.2,5.48,5.33,11.09,11.53,16.56,14.23,11.11,8.4,14.04,7.53,11.12,6.57,5.96,10.34,9.95,6.19,12.51,4.16,7.44,7.82,3.98,5.24
84930,'MASTL',4.86,3.51,6.52,5.45,6.68,6.67,6.04,6.88,11.09,10.21,16.48,10.79,14.23,17.51,12.83,15.83,4.11,19.1,10.94,14.59,10.6,7.63,3.01,11.29,4.64,11.29
84932,'RAB2B',15.32,7.03,11.62,11.91,12.56,10.33,18.86,15.61,11.77,10.74,14.99,11.47,12.89,13.63,16.78,11.43,15.42,14.89,16.92,11.89,14.05,8.99,5.24,16.59,10.06,10.75
84933,'C8orf76',18.06,7.6,10.77,8.59,5.93,8.84,11.92,14.67,8.26,12.24,20.17,22.59,16.19,21.11,27.6,25.68,20.19,33.41,20.13,22.42,19.09,13.62,6.13,13.72,9.58,9.07
84934,'RITA1',18.9,9.82,18.89,17.6,20.62,18.96,18.57,21.07,11.0,14.84,23.97,12.98,17.85,14.83,30.71,14.78,29.94,33.23,18.83,32.45,18.16,33.98,10.39,25.93,8.86,16.65
84936,'ZFYVE19',14.8,13.8,16.12,16.1,15.57,14.9,16.25,15.9,11.72,13.47,10.33,16.79,17.87,18.04,14.37,14.5,15.14,9.62,19.89,12.38,15.59,17.13,9.56,11.37,15.67,16.19
84937,'ZNRF1',6.33,3.19,3.87,3.42,1.27,2.49,4.44,4.17,4.2,4.06,2.28,1.69,1.51,1.75,3.23,1.31,1.59,4.09,3.06,1.69,3.56,3.01,5.87,2.28,1.22,4.19
84938,'ATG4C',13.74,3.89,7.27,6.22,5.75,7.26,11.15,12.31,4.74,5.09,7.18,14.52,13.34,10.91,18.9,15.39,17.59,20.2,11.49,19.58,11.95,6.98,2.73,11.62,2.03,3.74
84939,'MUM1',10.39,6.52,9.28,8.96,9.66,11.39,12.55,12.29,8.55,8.44,7.96,8.95,7.4,15.68,13.79,12.29,11.72,8.74,7.83,12.92,6.1,9.68,4.5,11.45,6.4,5.0
84940,'CORO6',0.42,2.06,1.21,1.33,1.33,0.85,1.84,1.2,1.28,0.84,1.0,0.38,0.76,1.84,0.82,0.73,0.55,1.3,0.97,0.87,0.68,0.81,0.75,0.67,3.03,1.71
84941,'HSH2D',63.8,208.85,116.13,98.13,100.86,78.37,63.0,74.98,66.85,81.6,102.38,86.39,206.42,251.17,104.48,230.91,129.58,87.26,112.43,102.59,138.29,99.8,34.4,112.39,130.43,199.52
84942,'WDR73',10.77,7.62,11.65,11.18,11.34,10.63,16.46,14.88,9.82,9.42,9.63,15.41,8.03,18.34,12.27,15.68,15.21,11.1,12.62,10.7,10.61,6.74,7.64,9.48,12.5,11.28
84944,'MAEL',0.13,0.08,0.21,0.26,0.14,0.02,0.14,0.14,0.0,0.2,0.0,0.22,0.18,0.07,0.0,0.07,0.24,0.23,1.09,0.0,0.21,0.08,0.13,0.09,0.0,0.22
84945,'ABHD13',13.35,13.01,11.82,10.38,12.59,10.76,15.68,12.88,19.55,18.12,11.9,20.58,10.5,23.05,13.47,20.76,7.78,12.66,17.36,11.69,14.5,7.09,6.15,8.42,4.76,6.29
84946,'LTV1',22.61,9.56,14.78,17.11,13.7,13.05,24.09,24.58,18.99,20.19,25.03,37.53,23.65,38.3,41.58,39.15,29.54,55.13,26.38,35.04,28.12,20.61,6.57,27.44,11.12,14.27
84947,'SERAC1',3.32,2.31,3.76,2.83,2.62,2.15,3.62,3.39,2.41,1.31,2.29,3.83,2.93,3.52,3.66,2.85,1.93,1.94,4.77,1.84,3.95,1.97,1.8,3.5,0.76,1.66
84948,'TIGD5',6.7,6.74,9.72,8.02,10.96,7.59,9.73,7.77,5.51,6.23,5.84,3.82,7.64,2.56,6.17,2.3,4.83,3.97,8.21,5.52,6.98,5.51,5.02,6.14,2.47,3.39
8495,'PPFIBP2',14.45,7.56,9.87,10.9,5.97,7.29,7.79,10.19,7.29,4.88,11.02,8.37,10.54,13.83,20.3,14.91,12.85,23.39,11.47,18.08,14.59,17.41,6.71,15.14,14.56,12.69
84950,'PRPF38A',43.07,20.37,30.27,27.23,23.33,22.61,42.66,45.86,28.82,29.76,53.5,48.76,31.79,46.08,53.65,35.82,32.54,59.12,36.6,50.42,39.87,32.54,15.14,49.74,18.43,25.2
84951,'TNS4',0.28,0.11,0.14,0.23,0.16,0.18,0.85,0.44,0.26,0.13,0.49,0.45,0.19,0.22,0.57,0.08,0.15,0.62,0.35,0.34,0.39,1.5,0.16,0.32,0.27,0.24
84952,'CGNL1',0.02,0.05,0.04,0.0,0.08,0.01,0.0,0.02,0.03,0.06,0.02,0.0,0.0,0.01,0.04,0.03,0.22,0.0,0.02,0.02,0.0,0.0,0.06,0.06,0.16,0.08
84953,'MICALCL',3.01,4.3,5.22,2.35,1.98,1.2,2.91,2.77,2.49,2.34,1.93,1.48,1.15,0.31,0.51,0.29,0.55,0.41,3.13,0.64,2.26,0.89,3.3,0.91,0.5,0.56
